id,zip,lat,log,flag,city,city_slug,state_id,state,state_slug
1,501,40.8133,-73.0476,NULL,Holtsville,holtsville,NY,New York,new-york
2,544,40.8133,-73.0476,NULL,Holtsville,holtsville,NY,New York,new-york
3,601,18.18,-66.7522,NULL,Adjuntas,adjuntas,PR,Puerto Rico,puerto-rico
4,602,18.3607,-67.1752,NULL,Aguada,aguada,PR,Puerto Rico,puerto-rico
5,603,18.4544,-67.122,NULL,Aguadilla,aguadilla,PR,Puerto Rico,puerto-rico
6,604,18.5006,-67.1359,NULL,Aguadilla,aguadilla,PR,Puerto Rico,puerto-rico
7,605,18.4587,-67.1475,NULL,Aguadilla,aguadilla,PR,Puerto Rico,puerto-rico
8,606,18.1672,-66.9383,NULL,Maricao,maricao,PR,Puerto Rico,puerto-rico
9,610,18.2903,-67.1224,NULL,Anasco,anasco,PR,Puerto Rico,puerto-rico
10,611,18.2925,-66.8037,NULL,Angeles,angeles,PR,Puerto Rico,puerto-rico
11,612,18.407,-66.708,NULL,Arecibo,arecibo,PR,Puerto Rico,puerto-rico
12,613,18.4668,-66.7309,NULL,Arecibo,arecibo,PR,Puerto Rico,puerto-rico
13,614,18.4722,-66.7151,NULL,Arecibo,arecibo,PR,Puerto Rico,puerto-rico
14,616,18.4175,-66.6681,NULL,Bajadero,bajadero,PR,Puerto Rico,puerto-rico
15,617,18.4412,-66.5592,NULL,Barceloneta,barceloneta,PR,Puerto Rico,puerto-rico
16,622,17.9917,-67.1525,NULL,Boqueron,boqueron,PR,Puerto Rico,puerto-rico
17,623,18.0835,-67.1542,NULL,Cabo Rojo,cabo-rojo,PR,Puerto Rico,puerto-rico
18,624,18.0646,-66.7182,NULL,Penuelas,penuelas,PR,Puerto Rico,puerto-rico
19,627,18.419,-66.8603,NULL,Camuy,camuy,PR,Puerto Rico,puerto-rico
20,631,18.1856,-66.8333,NULL,Castaner,castaner,PR,Puerto Rico,puerto-rico
21,636,18.1649,-67.0779,NULL,Rosario,rosario,PR,Puerto Rico,puerto-rico
22,637,18.0798,-66.9427,NULL,Sabana Grande,sabana-grande,PR,Puerto Rico,puerto-rico
23,638,18.289,-66.5151,NULL,Ciales,ciales,PR,Puerto Rico,puerto-rico
24,641,18.2641,-66.7138,NULL,Utuado,utuado,PR,Puerto Rico,puerto-rico
25,646,18.434,-66.2833,NULL,Dorado,dorado,PR,Puerto Rico,puerto-rico
26,647,17.9661,-66.9438,NULL,Ensenada,ensenada,PR,Puerto Rico,puerto-rico
27,650,18.3432,-66.586,NULL,Florida,florida,PR,Puerto Rico,puerto-rico
28,652,18.4554,-66.6063,NULL,Garrochales,garrochales,PR,Puerto Rico,puerto-rico
29,653,17.9857,-66.8903,NULL,Guanica,guanica,PR,Puerto Rico,puerto-rico
30,656,18.0528,-66.7918,NULL,Guayanilla,guayanilla,PR,Puerto Rico,puerto-rico
31,659,18.4107,-66.7965,NULL,Hatillo,hatillo,PR,Puerto Rico,puerto-rico
32,660,18.1342,-67.114,NULL,Hormigueros,hormigueros,PR,Puerto Rico,puerto-rico
33,662,18.4621,-67.0144,NULL,Isabela,isabela,PR,Puerto Rico,puerto-rico
34,664,18.2115,-66.5889,NULL,Jayuya,jayuya,PR,Puerto Rico,puerto-rico
35,667,18.0123,-67.0409,NULL,Lajas,lajas,PR,Puerto Rico,puerto-rico
36,669,18.271,-66.8698,NULL,Lares,lares,PR,Puerto Rico,puerto-rico
37,670,18.2378,-66.9887,NULL,Las Marias,las-marias,PR,Puerto Rico,puerto-rico
38,674,18.4212,-66.49,NULL,Manati,manati,PR,Puerto Rico,puerto-rico
39,676,18.3779,-67.0808,NULL,Moca,moca,PR,Puerto Rico,puerto-rico
40,677,18.3357,-67.2317,NULL,Rincon,rincon,PR,Puerto Rico,puerto-rico
41,678,18.4327,-66.9281,NULL,Quebradillas,quebradillas,PR,Puerto Rico,puerto-rico
42,680,18.1633,-67.362,NULL,Mayaguez,mayaguez,PR,Puerto Rico,puerto-rico
43,681,18.2061,-67.1175,NULL,Mayaguez,mayaguez,PR,Puerto Rico,puerto-rico
44,682,18.2211,-67.1538,NULL,Mayaguez,mayaguez,PR,Puerto Rico,puerto-rico
45,683,18.11,-67.0373,NULL,San German,san-german,PR,Puerto Rico,puerto-rico
46,685,18.3362,-66.9722,NULL,San Sebastian,san-sebastian,PR,Puerto Rico,puerto-rico
47,687,18.3171,-66.4203,NULL,Morovis,morovis,PR,Puerto Rico,puerto-rico
48,688,18.3806,-66.6242,NULL,Sabana Hoyos,sabana-hoyos,PR,Puerto Rico,puerto-rico
49,690,18.4957,-67.0982,NULL,San Antonio,san-antonio,PR,Puerto Rico,puerto-rico
50,692,18.4084,-66.3369,NULL,Vega Alta,vega-alta,PR,Puerto Rico,puerto-rico
51,693,18.4213,-66.4001,NULL,Vega Baja,vega-baja,PR,Puerto Rico,puerto-rico
52,694,18.4833,-66.3926,NULL,Vega Baja,vega-baja,PR,Puerto Rico,puerto-rico
53,698,18.0673,-66.8527,NULL,Yauco,yauco,PR,Puerto Rico,puerto-rico
54,703,18.2484,-66.1312,NULL,Aguas Buenas,aguas-buenas,PR,Puerto Rico,puerto-rico
55,704,17.9672,-66.2202,NULL,Aguirre,aguirre,PR,Puerto Rico,puerto-rico
56,705,18.1295,-66.2648,NULL,Aibonito,aibonito,PR,Puerto Rico,puerto-rico
57,707,18.0181,-65.922,NULL,Maunabo,maunabo,PR,Puerto Rico,puerto-rico
58,714,17.9985,-66.0561,NULL,Arroyo,arroyo,PR,Puerto Rico,puerto-rico
59,715,18.0117,-66.5599,NULL,Mercedita,mercedita,PR,Puerto Rico,puerto-rico
60,716,17.9994,-66.6001,NULL,Ponce,ponce,PR,Puerto Rico,puerto-rico
61,717,18.0034,-66.6132,NULL,Ponce,ponce,PR,Puerto Rico,puerto-rico
62,718,18.2333,-65.7611,NULL,Naguabo,naguabo,PR,Puerto Rico,puerto-rico
63,719,18.2888,-66.2534,NULL,Naranjito,naranjito,PR,Puerto Rico,puerto-rico
64,720,18.2177,-66.4282,NULL,Orocovis,orocovis,PR,Puerto Rico,puerto-rico
65,721,18.3702,-65.7717,NULL,Palmer,palmer,PR,Puerto Rico,puerto-rico
66,723,18.0324,-66.0123,NULL,Patillas,patillas,PR,Puerto Rico,puerto-rico
67,725,18.2185,-66.0428,NULL,Caguas,caguas,PR,Puerto Rico,puerto-rico
68,726,18.2355,-66.0368,NULL,Caguas,caguas,PR,Puerto Rico,puerto-rico
69,727,18.215,-66.0736,NULL,Caguas,caguas,PR,Puerto Rico,puerto-rico
70,728,18.0063,-66.6612,NULL,Ponce,ponce,PR,Puerto Rico,puerto-rico
71,729,18.3311,-65.8872,NULL,Canovanas,canovanas,PR,Puerto Rico,puerto-rico
72,730,18.0309,-66.6166,NULL,Ponce,ponce,PR,Puerto Rico,puerto-rico
73,731,18.0978,-66.6336,NULL,Ponce,ponce,PR,Puerto Rico,puerto-rico
74,732,17.9835,-66.6634,NULL,Ponce,ponce,PR,Puerto Rico,puerto-rico
75,733,18.0286,-66.5977,NULL,Ponce,ponce,PR,Puerto Rico,puerto-rico
76,734,17.9905,-66.6101,NULL,Ponce,ponce,PR,Puerto Rico,puerto-rico
77,735,18.2537,-65.6831,NULL,Ceiba,ceiba,PR,Puerto Rico,puerto-rico
78,736,18.1065,-66.1526,NULL,Cayey,cayey,PR,Puerto Rico,puerto-rico
79,737,18.1241,-66.1475,NULL,Cayey,cayey,PR,Puerto Rico,puerto-rico
80,738,18.3183,-65.6679,NULL,Fajardo,fajardo,PR,Puerto Rico,puerto-rico
81,739,18.1768,-66.1606,NULL,Cidra,cidra,PR,Puerto Rico,puerto-rico
82,740,18.3323,-65.6342,NULL,Puerto Real,puerto-real,PR,Puerto Rico,puerto-rico
83,741,18.1656,-65.7556,NULL,Punta Santiago,punta-santiago,PR,Puerto Rico,puerto-rico
84,742,18.4716,-66.9423,NULL,Roosevelt Roads,roosevelt-roads,PR,Puerto Rico,puerto-rico
85,744,18.2163,-65.784,NULL,Rio Blanco,rio-blanco,PR,Puerto Rico,puerto-rico
86,745,18.3483,-65.8172,NULL,Rio Grande,rio-grande,PR,Puerto Rico,puerto-rico
87,751,18.0102,-66.2475,NULL,Salinas,salinas,PR,Puerto Rico,puerto-rico
88,754,18.1457,-65.9761,NULL,San Lorenzo,san-lorenzo,PR,Puerto Rico,puerto-rico
89,757,17.9973,-66.3889,NULL,Santa Isabel,santa-isabel,PR,Puerto Rico,puerto-rico
90,765,18.1285,-65.4409,NULL,Vieques,vieques,PR,Puerto Rico,puerto-rico
91,766,18.133,-66.477,NULL,Villalba,villalba,PR,Puerto Rico,puerto-rico
92,767,18.0705,-65.8961,NULL,Yabucoa,yabucoa,PR,Puerto Rico,puerto-rico
93,769,18.097,-66.361,NULL,Coamo,coamo,PR,Puerto Rico,puerto-rico
94,771,18.1875,-65.8693,NULL,Las Piedras,las-piedras,PR,Puerto Rico,puerto-rico
95,772,18.4327,-65.9083,NULL,Loiza,loiza,PR,Puerto Rico,puerto-rico
96,773,18.3417,-65.7274,NULL,Luquillo,luquillo,PR,Puerto Rico,puerto-rico
97,775,18.3135,-65.2902,NULL,Culebra,culebra,PR,Puerto Rico,puerto-rico
98,777,18.2236,-65.9088,NULL,Juncos,juncos,PR,Puerto Rico,puerto-rico
99,778,18.2634,-65.9794,NULL,Gurabo,gurabo,PR,Puerto Rico,puerto-rico
100,780,18.1042,-66.5717,NULL,Coto Laurel,coto-laurel,PR,Puerto Rico,puerto-rico
101,782,18.2254,-66.2222,NULL,Comerio,comerio,PR,Puerto Rico,puerto-rico
102,783,18.3041,-66.3285,NULL,Corozal,corozal,PR,Puerto Rico,puerto-rico
103,784,18.0054,-66.1339,NULL,Guayama,guayama,PR,Puerto Rico,puerto-rico
104,785,17.9801,-66.1181,NULL,Guayama,guayama,PR,Puerto Rico,puerto-rico
105,786,18.1554,-66.2299,NULL,La Plata,la-plata,PR,Puerto Rico,puerto-rico
106,791,18.1407,-65.818,NULL,Humacao,humacao,PR,Puerto Rico,puerto-rico
107,792,18.1528,-65.8222,NULL,Humacao,humacao,PR,Puerto Rico,puerto-rico
108,794,18.2015,-66.3087,NULL,Barranquitas,barranquitas,PR,Puerto Rico,puerto-rico
109,795,18.0593,-66.5018,NULL,Juana Diaz,juana-diaz,PR,Puerto Rico,puerto-rico
110,801,18.3486,-64.975,NULL,St Thomas,st-thomas,VI,Virgin Islands,virgin-islands
111,802,18.3423,-64.9266,NULL,St Thomas,st-thomas,VI,Virgin Islands,virgin-islands
112,803,18.3362,-64.9517,NULL,St Thomas,st-thomas,VI,Virgin Islands,virgin-islands
113,804,18.35,-64.9333,NULL,St Thomas,st-thomas,VI,Virgin Islands,virgin-islands
114,805,18.3499,-64.9342,NULL,St Thomas,st-thomas,VI,Virgin Islands,virgin-islands
115,820,17.7415,-64.687,NULL,Christiansted,christiansted,VI,Virgin Islands,virgin-islands
116,821,17.7463,-64.7073,NULL,Christiansted,christiansted,VI,Virgin Islands,virgin-islands
117,822,17.7463,-64.7073,NULL,Christiansted,christiansted,VI,Virgin Islands,virgin-islands
118,823,17.7328,-64.7466,NULL,Christiansted,christiansted,VI,Virgin Islands,virgin-islands
119,824,17.7446,-64.6828,NULL,Christiansted,christiansted,VI,Virgin Islands,virgin-islands
120,830,18.3385,-64.738,NULL,St John,st-john,VI,Virgin Islands,virgin-islands
121,831,18.3271,-64.7867,NULL,St John,st-john,VI,Virgin Islands,virgin-islands
122,840,17.7248,-64.8593,NULL,Frederiksted,frederiksted,VI,Virgin Islands,virgin-islands
123,841,17.7337,-64.8375,NULL,Frederiksted,frederiksted,VI,Virgin Islands,virgin-islands
124,850,17.7282,-64.7939,NULL,Kingshill,kingshill,VI,Virgin Islands,virgin-islands
125,851,17.7327,-64.7716,NULL,Kingshill,kingshill,VI,Virgin Islands,virgin-islands
126,901,18.4653,-66.1048,NULL,San Juan,san-juan,PR,Puerto Rico,puerto-rico
127,902,18.4084,-66.0644,NULL,San Juan,san-juan,PR,Puerto Rico,puerto-rico
128,906,18.4645,-66.095,NULL,San Juan,san-juan,PR,Puerto Rico,puerto-rico
129,907,18.4531,-66.0778,NULL,San Juan,san-juan,PR,Puerto Rico,puerto-rico
130,908,18.4538,-66.0801,NULL,San Juan,san-juan,PR,Puerto Rico,puerto-rico
131,909,18.4415,-66.0673,NULL,San Juan,san-juan,PR,Puerto Rico,puerto-rico
132,910,18.4423,-66.0666,NULL,San Juan,san-juan,PR,Puerto Rico,puerto-rico
133,911,18.4513,-66.0563,NULL,San Juan,san-juan,PR,Puerto Rico,puerto-rico
134,912,18.4453,-66.0602,NULL,San Juan,san-juan,PR,Puerto Rico,puerto-rico
135,913,18.4502,-66.0427,NULL,San Juan,san-juan,PR,Puerto Rico,puerto-rico
136,914,18.4503,-66.0574,NULL,San Juan,san-juan,PR,Puerto Rico,puerto-rico
137,915,18.4369,-66.0456,NULL,San Juan,san-juan,PR,Puerto Rico,puerto-rico
138,916,18.4331,-66.0401,NULL,San Juan,san-juan,PR,Puerto Rico,puerto-rico
139,917,18.4214,-66.0501,NULL,San Juan,san-juan,PR,Puerto Rico,puerto-rico
140,918,18.4214,-66.0659,NULL,San Juan,san-juan,PR,Puerto Rico,puerto-rico
141,919,18.4211,-66.0616,NULL,San Juan,san-juan,PR,Puerto Rico,puerto-rico
142,920,18.4158,-66.0889,NULL,San Juan,san-juan,PR,Puerto Rico,puerto-rico
143,921,18.3922,-66.0886,NULL,San Juan,san-juan,PR,Puerto Rico,puerto-rico
144,922,18.3901,-66.0875,NULL,San Juan,san-juan,PR,Puerto Rico,puerto-rico
145,923,18.4095,-66.0387,NULL,San Juan,san-juan,PR,Puerto Rico,puerto-rico
146,924,18.3983,-66.0129,NULL,San Juan,san-juan,PR,Puerto Rico,puerto-rico
147,925,18.4003,-66.0505,NULL,San Juan,san-juan,PR,Puerto Rico,puerto-rico
148,926,18.3462,-66.0524,NULL,San Juan,san-juan,PR,Puerto Rico,puerto-rico
149,927,18.3888,-66.0719,NULL,San Juan,san-juan,PR,Puerto Rico,puerto-rico
150,928,18.4004,-66.068,NULL,San Juan,san-juan,PR,Puerto Rico,puerto-rico
151,929,18.4003,-66.0106,NULL,San Juan,san-juan,PR,Puerto Rico,puerto-rico
152,930,18.1486,-66.4224,NULL,San Juan,san-juan,PR,Puerto Rico,puerto-rico
153,931,18.4028,-66.0494,NULL,San Juan,san-juan,PR,Puerto Rico,puerto-rico
154,933,18.4084,-66.0644,NULL,San Juan,san-juan,PR,Puerto Rico,puerto-rico
155,934,18.4114,-66.124,NULL,Fort Buchanan,fort-buchanan,PR,Puerto Rico,puerto-rico
156,935,18.3956,-66.0736,NULL,San Juan,san-juan,PR,Puerto Rico,puerto-rico
157,936,18.3955,-66.0738,NULL,San Juan,san-juan,PR,Puerto Rico,puerto-rico
158,937,18.4084,-66.0644,NULL,San Juan,san-juan,PR,Puerto Rico,puerto-rico
159,939,18.4084,-66.0644,NULL,San Juan,san-juan,PR,Puerto Rico,puerto-rico
160,940,18.4084,-66.0644,NULL,San Juan,san-juan,PR,Puerto Rico,puerto-rico
161,949,18.4302,-66.2088,NULL,Toa Baja,toa-baja,PR,Puerto Rico,puerto-rico
162,950,18.4621,-66.2376,NULL,Toa Baja,toa-baja,PR,Puerto Rico,puerto-rico
163,951,18.4284,-66.2566,NULL,Toa Baja,toa-baja,PR,Puerto Rico,puerto-rico
164,952,18.4275,-66.1821,NULL,Sabana Seca,sabana-seca,PR,Puerto Rico,puerto-rico
165,953,18.3631,-66.2475,NULL,Toa Alta,toa-alta,PR,Puerto Rico,puerto-rico
166,954,18.3561,-66.2429,NULL,Toa Alta,toa-alta,PR,Puerto Rico,puerto-rico
167,955,18.4084,-66.0644,NULL,San Juan,san-juan,PR,Puerto Rico,puerto-rico
168,956,18.3208,-66.1717,NULL,Bayamon,bayamon,PR,Puerto Rico,puerto-rico
169,957,18.3673,-66.1887,NULL,Bayamon,bayamon,PR,Puerto Rico,puerto-rico
170,958,18.3704,-66.1768,NULL,Bayamon,bayamon,PR,Puerto Rico,puerto-rico
171,959,18.3849,-66.1559,NULL,Bayamon,bayamon,PR,Puerto Rico,puerto-rico
172,960,18.417,-66.1445,NULL,Bayamon,bayamon,PR,Puerto Rico,puerto-rico
173,961,18.4101,-66.1654,NULL,Bayamon,bayamon,PR,Puerto Rico,puerto-rico
174,962,18.439,-66.1392,NULL,Catano,catano,PR,Puerto Rico,puerto-rico
175,963,18.4353,-66.1377,NULL,Catano,catano,PR,Puerto Rico,puerto-rico
176,965,18.4337,-66.1148,NULL,Guaynabo,guaynabo,PR,Puerto Rico,puerto-rico
177,966,18.4023,-66.1176,NULL,Guaynabo,guaynabo,PR,Puerto Rico,puerto-rico
178,968,18.4061,-66.1012,NULL,Guaynabo,guaynabo,PR,Puerto Rico,puerto-rico
179,969,18.3675,-66.1085,NULL,Guaynabo,guaynabo,PR,Puerto Rico,puerto-rico
180,970,18.3551,-66.1566,NULL,Guaynabo,guaynabo,PR,Puerto Rico,puerto-rico
181,971,18.3213,-66.1181,NULL,Guaynabo,guaynabo,PR,Puerto Rico,puerto-rico
182,975,18.4084,-66.0644,NULL,San Juan,san-juan,PR,Puerto Rico,puerto-rico
183,976,18.3385,-65.9921,NULL,Trujillo Alto,trujillo-alto,PR,Puerto Rico,puerto-rico
184,977,18.3485,-65.998,NULL,Trujillo Alto,trujillo-alto,PR,Puerto Rico,puerto-rico
185,978,18.3628,-65.986,NULL,Saint Just,saint-just,PR,Puerto Rico,puerto-rico
186,979,18.4365,-66.0169,NULL,Carolina,carolina,PR,Puerto Rico,puerto-rico
187,981,18.4084,-65.9811,NULL,Carolina,carolina,PR,Puerto Rico,puerto-rico
188,982,18.4099,-65.9917,NULL,Carolina,carolina,PR,Puerto Rico,puerto-rico
189,983,18.4179,-65.9763,NULL,Carolina,carolina,PR,Puerto Rico,puerto-rico
190,984,18.3998,-65.9837,NULL,Carolina,carolina,PR,Puerto Rico,puerto-rico
191,985,18.4082,-65.9485,NULL,Carolina,carolina,PR,Puerto Rico,puerto-rico
192,986,18.3838,-65.9585,NULL,Carolina,carolina,PR,Puerto Rico,puerto-rico
193,987,18.3393,-65.9431,NULL,Carolina,carolina,PR,Puerto Rico,puerto-rico
194,988,18.3899,-65.961,NULL,Carolina,carolina,PR,Puerto Rico,puerto-rico
195,1001,42.0626,-72.6259,NULL,Agawam,agawam,MA,Massachusetts,massachusetts
196,1002,42.3749,-72.4621,NULL,Amherst,amherst,MA,Massachusetts,massachusetts
197,1003,42.3919,-72.5248,NULL,Amherst,amherst,MA,Massachusetts,massachusetts
198,1004,42.3767,-72.5202,NULL,Amherst,amherst,MA,Massachusetts,massachusetts
199,1005,42.4202,-72.1061,NULL,Barre,barre,MA,Massachusetts,massachusetts
200,1007,42.2787,-72.4003,NULL,Belchertown,belchertown,MA,Massachusetts,massachusetts
201,1008,42.1843,-72.952,NULL,Blandford,blandford,MA,Massachusetts,massachusetts
202,1009,42.2095,-72.3396,NULL,Bondsville,bondsville,MA,Massachusetts,massachusetts
203,1010,42.1286,-72.2062,NULL,Brimfield,brimfield,MA,Massachusetts,massachusetts
204,1011,42.2966,-72.9597,NULL,Chester,chester,MA,Massachusetts,massachusetts
205,1012,42.387,-72.8463,NULL,Chesterfield,chesterfield,MA,Massachusetts,massachusetts
206,1013,42.1595,-72.6083,NULL,Chicopee,chicopee,MA,Massachusetts,massachusetts
207,1014,42.1245,-72.5886,NULL,Chicopee,chicopee,MA,Massachusetts,massachusetts
208,1020,42.1764,-72.5653,NULL,Chicopee,chicopee,MA,Massachusetts,massachusetts
209,1021,42.1759,-72.5731,NULL,Chicopee,chicopee,MA,Massachusetts,massachusetts
210,1022,42.1973,-72.5427,NULL,Chicopee,chicopee,MA,Massachusetts,massachusetts
211,1026,42.4633,-72.9203,NULL,Cummington,cummington,MA,Massachusetts,massachusetts
212,1027,42.2951,-72.7431,NULL,Easthampton,easthampton,MA,Massachusetts,massachusetts
213,1028,42.0597,-72.4991,NULL,East Longmeadow,east-longmeadow,MA,Massachusetts,massachusetts
214,1029,42.1963,-73.0484,NULL,East Otis,east-otis,MA,Massachusetts,massachusetts
215,1030,42.0689,-72.68,NULL,Feeding Hills,feeding-hills,MA,Massachusetts,massachusetts
216,1031,42.3294,-72.1983,NULL,Gilbertville,gilbertville,MA,Massachusetts,massachusetts
217,1032,42.4503,-72.813,NULL,Goshen,goshen,MA,Massachusetts,massachusetts
218,1033,42.2608,-72.5036,NULL,Granby,granby,MA,Massachusetts,massachusetts
219,1034,42.0849,-72.9576,NULL,Granville,granville,MA,Massachusetts,massachusetts
220,1035,42.3556,-72.5692,NULL,Hadley,hadley,MA,Massachusetts,massachusetts
221,1036,42.0637,-72.4159,NULL,Hampden,hampden,MA,Massachusetts,massachusetts
222,1037,42.3701,-72.1977,NULL,Hardwick,hardwick,MA,Massachusetts,massachusetts
223,1038,42.3855,-72.607,NULL,Hatfield,hatfield,MA,Massachusetts,massachusetts
224,1039,42.4063,-72.6937,NULL,Haydenville,haydenville,MA,Massachusetts,massachusetts
225,1040,42.2126,-72.6411,NULL,Holyoke,holyoke,MA,Massachusetts,massachusetts
226,1041,42.2135,-72.6424,NULL,Holyoke,holyoke,MA,Massachusetts,massachusetts
227,1050,42.2879,-72.8699,NULL,Huntington,huntington,MA,Massachusetts,massachusetts
228,1053,42.3535,-72.7116,NULL,Leeds,leeds,MA,Massachusetts,massachusetts
229,1054,42.4736,-72.4875,NULL,Leverett,leverett,MA,Massachusetts,massachusetts
230,1056,42.1922,-72.458,NULL,Ludlow,ludlow,MA,Massachusetts,massachusetts
231,1057,42.0917,-72.3243,NULL,Monson,monson,MA,Massachusetts,massachusetts
232,1059,42.4092,-72.5218,NULL,North Amherst,north-amherst,MA,Massachusetts,massachusetts
233,1060,42.3222,-72.6313,NULL,Northampton,northampton,MA,Massachusetts,massachusetts
234,1061,42.3301,-72.6534,NULL,Northampton,northampton,MA,Massachusetts,massachusetts
235,1062,42.3219,-72.6928,NULL,Florence,florence,MA,Massachusetts,massachusetts
236,1063,42.319,-72.639,NULL,Northampton,northampton,MA,Massachusetts,massachusetts
237,1066,42.4076,-72.6548,NULL,North Hatfield,north-hatfield,MA,Massachusetts,massachusetts
238,1068,42.35,-72.0461,NULL,Oakham,oakham,MA,Massachusetts,massachusetts
239,1069,42.1881,-72.3054,NULL,Palmer,palmer,MA,Massachusetts,massachusetts
240,1070,42.5185,-72.9239,NULL,Plainfield,plainfield,MA,Massachusetts,massachusetts
241,1071,42.1604,-72.86,NULL,Russell,russell,MA,Massachusetts,massachusetts
242,1072,42.4574,-72.4184,NULL,Shutesbury,shutesbury,MA,Massachusetts,massachusetts
243,1073,42.2308,-72.7386,NULL,Southampton,southampton,MA,Massachusetts,massachusetts
244,1074,42.3865,-72.0944,NULL,South Barre,south-barre,MA,Massachusetts,massachusetts
245,1075,42.2567,-72.5792,NULL,South Hadley,south-hadley,MA,Massachusetts,massachusetts
246,1077,42.0544,-72.7785,NULL,Southwick,southwick,MA,Massachusetts,massachusetts
247,1079,42.1944,-72.3301,NULL,Thorndike,thorndike,MA,Massachusetts,massachusetts
248,1080,42.1821,-72.3657,NULL,Three Rivers,three-rivers,MA,Massachusetts,massachusetts
249,1081,42.0623,-72.231,NULL,Wales,wales,MA,Massachusetts,massachusetts
250,1082,42.2948,-72.2778,NULL,Ware,ware,MA,Massachusetts,massachusetts
251,1083,42.2038,-72.1949,NULL,Warren,warren,MA,Massachusetts,massachusetts
252,1084,42.3903,-72.8809,NULL,West Chesterfield,west-chesterfield,MA,Massachusetts,massachusetts
253,1085,42.1538,-72.7697,NULL,Westfield,westfield,MA,Massachusetts,massachusetts
254,1086,42.1304,-72.7941,NULL,Westfield,westfield,MA,Massachusetts,massachusetts
255,1088,42.3901,-72.6478,NULL,West Hatfield,west-hatfield,MA,Massachusetts,massachusetts
256,1089,42.1253,-72.6502,NULL,West Springfield,west-springfield,MA,Massachusetts,massachusetts
257,1090,42.1232,-72.6531,NULL,West Springfield,west-springfield,MA,Massachusetts,massachusetts
258,1092,42.1997,-72.2372,NULL,West Warren,west-warren,MA,Massachusetts,massachusetts
259,1093,42.4344,-72.653,NULL,Whately,whately,MA,Massachusetts,massachusetts
260,1094,42.3595,-72.1385,NULL,Wheelwright,wheelwright,MA,Massachusetts,massachusetts
261,1095,42.1277,-72.43,NULL,Wilbraham,wilbraham,MA,Massachusetts,massachusetts
262,1096,42.4042,-72.7682,NULL,Williamsburg,williamsburg,MA,Massachusetts,massachusetts
263,1097,42.1768,-72.8327,NULL,Woronoco,woronoco,MA,Massachusetts,massachusetts
264,1098,42.3946,-72.9424,NULL,Worthington,worthington,MA,Massachusetts,massachusetts
265,1101,42.1095,-72.5843,NULL,Springfield,springfield,MA,Massachusetts,massachusetts
266,1102,42.115,-72.539,NULL,Springfield,springfield,MA,Massachusetts,massachusetts
267,1103,42.104,-72.5921,NULL,Springfield,springfield,MA,Massachusetts,massachusetts
268,1104,42.134,-72.5668,NULL,Springfield,springfield,MA,Massachusetts,massachusetts
269,1105,42.0992,-72.579,NULL,Springfield,springfield,MA,Massachusetts,massachusetts
270,1106,42.0479,-72.5718,NULL,Longmeadow,longmeadow,MA,Massachusetts,massachusetts
271,1107,42.1213,-72.6055,NULL,Springfield,springfield,MA,Massachusetts,massachusetts
272,1108,42.0805,-72.5599,NULL,Springfield,springfield,MA,Massachusetts,massachusetts
273,1109,42.1184,-72.5488,NULL,Springfield,springfield,MA,Massachusetts,massachusetts
274,1111,42.1165,-72.546,NULL,Springfield,springfield,MA,Massachusetts,massachusetts
275,1115,42.115,-72.539,NULL,Springfield,springfield,MA,Massachusetts,massachusetts
276,1116,42.0478,-72.5701,NULL,Longmeadow,longmeadow,MA,Massachusetts,massachusetts
277,1118,42.0948,-72.5253,NULL,Springfield,springfield,MA,Massachusetts,massachusetts
278,1119,42.1245,-72.5112,NULL,Springfield,springfield,MA,Massachusetts,massachusetts
279,1128,42.0949,-72.4881,NULL,Springfield,springfield,MA,Massachusetts,massachusetts
280,1129,42.121,-72.4878,NULL,Springfield,springfield,MA,Massachusetts,massachusetts
281,1138,42.115,-72.539,NULL,Springfield,springfield,MA,Massachusetts,massachusetts
282,1139,42.115,-72.539,NULL,Springfield,springfield,MA,Massachusetts,massachusetts
283,1144,42.1022,-72.5907,NULL,Springfield,springfield,MA,Massachusetts,massachusetts
284,1151,42.1529,-72.5088,NULL,Indian Orchard,indian-orchard,MA,Massachusetts,massachusetts
285,1152,42.115,-72.539,NULL,Springfield,springfield,MA,Massachusetts,massachusetts
286,1199,42.1207,-72.6045,NULL,Springfield,springfield,MA,Massachusetts,massachusetts
287,1201,42.4499,-73.2765,NULL,Pittsfield,pittsfield,MA,Massachusetts,massachusetts
288,1202,42.4822,-73.287,NULL,Pittsfield,pittsfield,MA,Massachusetts,massachusetts
289,1203,42.4518,-73.2609,NULL,Pittsfield,pittsfield,MA,Massachusetts,massachusetts
290,1220,42.6237,-73.1172,NULL,Adams,adams,MA,Massachusetts,massachusetts
291,1222,42.059,-73.3208,NULL,Ashley Falls,ashley-falls,MA,Massachusetts,massachusetts
292,1223,42.3118,-73.0995,NULL,Becket,becket,MA,Massachusetts,massachusetts
293,1224,42.5066,-73.1975,NULL,Berkshire,berkshire,MA,Massachusetts,massachusetts
294,1225,42.5627,-73.1548,NULL,Cheshire,cheshire,MA,Massachusetts,massachusetts
295,1226,42.4817,-73.1399,NULL,Dalton,dalton,MA,Massachusetts,massachusetts
296,1227,42.4811,-73.1752,NULL,Dalton,dalton,MA,Massachusetts,massachusetts
297,1229,42.2779,-73.3322,NULL,Glendale,glendale,MA,Massachusetts,massachusetts
