id,zip,lat,log,flag,city,city_slug,state_id,state,state_slug
4647,13431,43.2129,-75.0775,NULL,Poland,poland,NY,New York,new-york
4648,13433,43.5864,-75.265,NULL,Port Leyden,port-leyden,NY,New York,new-york
4649,13435,43.3047,-75.1511,NULL,Prospect,prospect,NY,New York,new-york
4650,13436,43.811,-74.6604,NULL,Raquette Lake,raquette-lake,NY,New York,new-york
4651,13437,43.5972,-75.8036,NULL,Redfield,redfield,NY,New York,new-york
4652,13438,43.3488,-75.1645,NULL,Remsen,remsen,NY,New York,new-york
4653,13439,42.8561,-74.9956,NULL,Richfield Springs,richfield-springs,NY,New York,new-york
4654,13440,43.216,-75.4613,NULL,Rome,rome,NY,New York,new-york
4655,13441,43.2264,-75.4083,NULL,Rome,rome,NY,New York,new-york
4656,13442,43.2191,-75.4727,NULL,Rome,rome,NY,New York,new-york
4657,13449,43.2191,-75.4727,NULL,Rome,rome,NY,New York,new-york
4658,13450,42.7019,-74.8104,NULL,Roseboom,roseboom,NY,New York,new-york
4659,13452,43.0393,-74.6285,NULL,Saint Johnsville,saint-johnsville,NY,New York,new-york
4660,13454,43.2099,-74.7573,NULL,Salisbury Center,salisbury-center,NY,New York,new-york
4661,13455,42.9138,-75.355,NULL,Sangerfield,sangerfield,NY,New York,new-york
4662,13456,43,-75.2555,NULL,Sauquoit,sauquoit,NY,New York,new-york
4663,13457,42.786,-75.027,NULL,Schuyler Lake,schuyler-lake,NY,New York,new-york
4664,13459,42.7765,-74.5882,NULL,Sharon Springs,sharon-springs,NY,New York,new-york
4665,13460,42.6871,-75.4542,NULL,Sherburne,sherburne,NY,New York,new-york
4666,13461,43.0704,-75.5991,NULL,Sherrill,sherrill,NY,New York,new-york
4667,13464,42.6858,-75.6175,NULL,Smyrna,smyrna,NY,New York,new-york
4668,13465,42.9106,-75.5181,NULL,Solsville,solsville,NY,New York,new-york
4669,13468,42.8452,-74.8557,NULL,Springfield Center,springfield-center,NY,New York,new-york
4670,13469,43.2153,-75.2996,NULL,Stittville,stittville,NY,New York,new-york
4671,13470,43.1998,-74.6413,NULL,Stratford,stratford,NY,New York,new-york
4672,13471,43.4206,-75.6175,NULL,Taberg,taberg,NY,New York,new-york
4673,13472,43.6941,-75.0594,NULL,Thendara,thendara,NY,New York,new-york
4674,13473,43.6444,-75.4638,NULL,Turin,turin,NY,New York,new-york
4675,13475,42.8938,-74.8304,NULL,Van Hornesville,van-hornesville,NY,New York,new-york
4676,13476,43.0884,-75.5096,NULL,Vernon,vernon,NY,New York,new-york
4677,13477,43.0329,-75.5129,NULL,Vernon Center,vernon-center,NY,New York,new-york
4678,13478,43.1492,-75.5821,NULL,Verona,verona,NY,New York,new-york
4679,13479,43.0512,-75.2723,NULL,Washington Mills,washington-mills,NY,New York,new-york
4680,13480,42.9158,-75.3675,NULL,Waterville,waterville,NY,New York,new-york
4681,13482,42.713,-75.1804,NULL,West Burlington,west-burlington,NY,New York,new-york
4682,13483,43.3976,-75.8256,NULL,Westdale,westdale,NY,New York,new-york
4683,13484,42.8663,-75.6592,NULL,West Eaton,west-eaton,NY,New York,new-york
4684,13485,42.7868,-75.3149,NULL,West Edmeston,west-edmeston,NY,New York,new-york
4685,13486,43.3466,-75.3496,NULL,Westernville,westernville,NY,New York,new-york
4686,13488,42.691,-74.749,NULL,Westford,westford,NY,New York,new-york
4687,13489,43.4672,-75.5419,NULL,West Leyden,west-leyden,NY,New York,new-york
4688,13490,43.1101,-75.4265,NULL,Westmoreland,westmoreland,NY,New York,new-york
4689,13491,42.8627,-75.1764,NULL,West Winfield,west-winfield,NY,New York,new-york
4690,13492,43.1199,-75.3288,NULL,Whitesboro,whitesboro,NY,New York,new-york
4691,13493,43.4342,-75.8957,NULL,Williamstown,williamstown,NY,New York,new-york
4692,13494,43.5327,-75.1412,NULL,Woodgate,woodgate,NY,New York,new-york
4693,13495,43.1109,-75.2775,NULL,Yorkville,yorkville,NY,New York,new-york
4694,13501,43.0812,-75.2263,NULL,Utica,utica,NY,New York,new-york
4695,13502,43.141,-75.1611,NULL,Utica,utica,NY,New York,new-york
4696,13503,43.1008,-75.2331,NULL,Utica,utica,NY,New York,new-york
4697,13504,43.093,-75.1847,NULL,Utica,utica,NY,New York,new-york
4698,13505,43.1008,-75.2331,NULL,Utica,utica,NY,New York,new-york
4699,13599,43.1008,-75.2331,NULL,Utica,utica,NY,New York,new-york
4700,13601,43.9684,-75.9067,NULL,Watertown,watertown,NY,New York,new-york
4701,13602,44.0513,-75.7651,NULL,Fort Drum,fort-drum,NY,New York,new-york
4702,13603,44.037,-75.7978,NULL,Watertown,watertown,NY,New York,new-york
4703,13605,43.8062,-76.049,NULL,Adams,adams,NY,New York,new-york
4704,13606,43.8721,-76.0152,NULL,Adams Center,adams-center,NY,New York,new-york
4705,13607,44.3152,-75.919,NULL,Alexandria Bay,alexandria-bay,NY,New York,new-york
4706,13608,44.2403,-75.6252,NULL,Antwerp,antwerp,NY,New York,new-york
4707,13611,43.7834,-76.1195,NULL,Belleville,belleville,NY,New York,new-york
4708,13612,43.9882,-75.7716,NULL,Black River,black-river,NY,New York,new-york
4709,13613,44.8638,-74.7408,NULL,Brasher Falls,brasher-falls,NY,New York,new-york
4710,13614,44.5309,-75.6911,NULL,Brier Hill,brier-hill,NY,New York,new-york
4711,13615,44.0401,-75.9851,NULL,Brownville,brownville,NY,New York,new-york
4712,13616,44.0261,-75.8586,NULL,Calcium,calcium,NY,New York,new-york
4713,13617,44.5792,-75.1493,NULL,Canton,canton,NY,New York,new-york
4714,13618,44.1193,-76.2758,NULL,Cape Vincent,cape-vincent,NY,New York,new-york
4715,13619,43.9792,-75.6013,NULL,Carthage,carthage,NY,New York,new-york
4716,13620,43.9104,-75.4502,NULL,Castorland,castorland,NY,New York,new-york
4717,13621,44.8398,-75.072,NULL,Chase Mills,chase-mills,NY,New York,new-york
4718,13622,44.0967,-76.1128,NULL,Chaumont,chaumont,NY,New York,new-york
4719,13623,44.4498,-75.7525,NULL,Chippewa Bay,chippewa-bay,NY,New York,new-york
4720,13624,44.212,-76.0942,NULL,Clayton,clayton,NY,New York,new-york
4721,13625,44.538,-74.9259,NULL,Colton,colton,NY,New York,new-york
4722,13626,43.8413,-75.7206,NULL,Copenhagen,copenhagen,NY,New York,new-york
4723,13627,43.9457,-75.5971,NULL,Deer River,deer-river,NY,New York,new-york
4724,13628,44.0316,-75.6825,NULL,Deferiet,deferiet,NY,New York,new-york
4725,13630,44.4974,-75.3153,NULL,De Kalb Junction,de-kalb-junction,NY,New York,new-york
4726,13631,43.8978,-75.5819,NULL,Denmark,denmark,NY,New York,new-york
4727,13632,44.1391,-76.0611,NULL,Depauville,depauville,NY,New York,new-york
4728,13633,44.4868,-75.484,NULL,De Peyster,de-peyster,NY,New York,new-york
4729,13634,44.0095,-76.0774,NULL,Dexter,dexter,NY,New York,new-york
4730,13635,44.3039,-75.2504,NULL,Edwards,edwards,NY,New York,new-york
4731,13636,43.7434,-76.1166,NULL,Ellisburg,ellisburg,NY,New York,new-york
4732,13637,44.0963,-75.83,NULL,Evans Mills,evans-mills,NY,New York,new-york
4733,13638,44.0203,-75.7489,NULL,Felts Mills,felts-mills,NY,New York,new-york
4734,13639,44.2541,-75.138,NULL,Fine,fine,NY,New York,new-york
4735,13640,44.3222,-75.9912,NULL,Wellesley Island,wellesley-island,NY,New York,new-york
4736,13641,44.2752,-76.0048,NULL,Fishers Landing,fishers-landing,NY,New York,new-york
4737,13642,44.3361,-75.4571,NULL,Gouverneur,gouverneur,NY,New York,new-york
4738,13643,44.0318,-75.7171,NULL,Great Bend,great-bend,NY,New York,new-york
4739,13645,44.3091,-75.4391,NULL,Hailesboro,hailesboro,NY,New York,new-york
4740,13646,44.4393,-75.6784,NULL,Hammond,hammond,NY,New York,new-york
4741,13647,44.6058,-74.9806,NULL,Hannawa Falls,hannawa-falls,NY,New York,new-york
4742,13648,44.1491,-75.3181,NULL,Harrisville,harrisville,NY,New York,new-york
4743,13649,44.9269,-74.7158,NULL,Helena,helena,NY,New York,new-york
4744,13650,43.8075,-76.206,NULL,Henderson,henderson,NY,New York,new-york
4745,13651,43.868,-76.1787,NULL,Henderson Harbor,henderson-harbor,NY,New York,new-york
4746,13652,44.4423,-75.2032,NULL,Hermon,hermon,NY,New York,new-york
4747,13654,44.5687,-75.4557,NULL,Heuvelton,heuvelton,NY,New York,new-york
4748,13655,44.9781,-74.6513,NULL,Hogansburg,hogansburg,NY,New York,new-york
4749,13656,44.1914,-75.9497,NULL,La Fargeville,la-fargeville,NY,New York,new-york
4750,13657,44.0282,-76.0452,NULL,Limerick,limerick,NY,New York,new-york
4751,13658,44.7379,-75.2774,NULL,Lisbon,lisbon,NY,New York,new-york
4752,13659,43.7382,-75.8713,NULL,Lorraine,lorraine,NY,New York,new-york
4753,13660,44.7712,-75.1585,NULL,Madrid,madrid,NY,New York,new-york
4754,13661,43.7099,-76.1061,NULL,Mannsville,mannsville,NY,New York,new-york
4755,13662,44.9322,-74.8844,NULL,Massena,massena,NY,New York,new-york
4756,13664,44.5842,-75.6453,NULL,Morristown,morristown,NY,New York,new-york
4757,13665,44.0477,-75.4437,NULL,Natural Bridge,natural-bridge,NY,New York,new-york
4758,13666,44.2177,-74.9423,NULL,Newton Falls,newton-falls,NY,New York,new-york
4759,13667,44.8373,-74.9639,NULL,Norfolk,norfolk,NY,New York,new-york
4760,13668,44.755,-74.9861,NULL,Norwood,norwood,NY,New York,new-york
4761,13669,44.6441,-75.4952,NULL,Ogdensburg,ogdensburg,NY,New York,new-york
4762,13670,44.17,-75.1135,NULL,Oswegatchie,oswegatchie,NY,New York,new-york
4763,13671,44.2877,-75.6371,NULL,Antwerp,antwerp,NY,New York,new-york
4764,13672,44.5026,-74.6851,NULL,Parishville,parishville,NY,New York,new-york
4765,13673,44.1666,-75.7188,NULL,Philadelphia,philadelphia,NY,New York,new-york
4766,13674,43.7382,-76.0553,NULL,Pierrepont Manor,pierrepont-manor,NY,New York,new-york
4767,13675,44.2791,-75.8483,NULL,Plessis,plessis,NY,New York,new-york
4768,13676,44.653,-74.9214,NULL,Potsdam,potsdam,NY,New York,new-york
4769,13677,44.5113,-75.1788,NULL,Pyrites,pyrites,NY,New York,new-york
4770,13678,44.8209,-74.9838,NULL,Raymondville,raymondville,NY,New York,new-york
4771,13679,44.3244,-75.7643,NULL,Redwood,redwood,NY,New York,new-york
4772,13680,44.5942,-75.3239,NULL,Rensselaer Falls,rensselaer-falls,NY,New York,new-york
4773,13681,44.4285,-75.3709,NULL,Richville,richville,NY,New York,new-york
4774,13682,43.8419,-75.8901,NULL,Rodman,rodman,NY,New York,new-york
4775,13683,44.961,-74.7339,NULL,Rooseveltown,rooseveltown,NY,New York,new-york
4776,13684,44.3619,-75.0407,NULL,Russell,russell,NY,New York,new-york
4777,13685,43.9245,-76.1735,NULL,Sackets Harbor,sackets-harbor,NY,New York,new-york
4778,13687,44.4232,-74.8205,NULL,South Colton,south-colton,NY,New York,new-york
4779,13690,44.1159,-75.0103,NULL,Star Lake,star-lake,NY,New York,new-york
4780,13691,44.2254,-75.7832,NULL,Theresa,theresa,NY,New York,new-york
4781,13692,44.2888,-76.0264,NULL,Thousand Island Park,thousand-island-park,NY,New York,new-york
4782,13693,44.0284,-76.2507,NULL,Three Mile Bay,three-mile-bay,NY,New York,new-york
4783,13694,44.851,-75.1611,NULL,Waddington,waddington,NY,New York,new-york
4784,13695,44.1098,-74.9216,NULL,Wanakena,wanakena,NY,New York,new-york
4785,13696,44.6948,-74.8881,NULL,West Stockholm,west-stockholm,NY,New York,new-york
4786,13697,44.7489,-74.8095,NULL,Winthrop,winthrop,NY,New York,new-york
4787,13699,44.6611,-74.9971,NULL,Potsdam,potsdam,NY,New York,new-york
4788,13730,42.2293,-75.5332,NULL,Afton,afton,NY,New York,new-york
4789,13731,42.1293,-74.7893,NULL,Andes,andes,NY,New York,new-york
4790,13732,42.0441,-76.168,NULL,Apalachin,apalachin,NY,New York,new-york
4791,13733,42.3032,-75.482,NULL,Bainbridge,bainbridge,NY,New York,new-york
4792,13734,42.0744,-76.4077,NULL,Barton,barton,NY,New York,new-york
4793,13736,42.3185,-76.1984,NULL,Berkshire,berkshire,NY,New York,new-york
4794,13737,42.1078,-75.9743,NULL,Bible School Park,bible-school-park,NY,New York,new-york
4795,13738,42.5676,-76.124,NULL,Blodgett Mills,blodgett-mills,NY,New York,new-york
4796,13739,42.3661,-74.7928,NULL,Bloomville,bloomville,NY,New York,new-york
4797,13740,42.2713,-74.7508,NULL,Bovina Center,bovina-center,NY,New York,new-york
4798,13743,42.2162,-76.3385,NULL,Candor,candor,NY,New York,new-york
4799,13744,42.2387,-75.9091,NULL,Castle Creek,castle-creek,NY,New York,new-york
4800,13745,42.1739,-75.8717,NULL,Chenango Bridge,chenango-bridge,NY,New York,new-york
4801,13746,42.2724,-75.8352,NULL,Chenango Forks,chenango-forks,NY,New York,new-york
4802,13747,42.5231,-74.982,NULL,Colliersville,colliersville,NY,New York,new-york
4803,13748,42.0345,-75.817,NULL,Conklin,conklin,NY,New York,new-york
4804,13749,42.0072,-75.7919,NULL,Corbettsville,corbettsville,NY,New York,new-york
4805,13750,42.4713,-74.8461,NULL,Davenport,davenport,NY,New York,new-york
4806,13751,42.4508,-74.9014,NULL,Davenport Center,davenport-center,NY,New York,new-york
4807,13752,42.1831,-74.9013,NULL,Delancey,delancey,NY,New York,new-york
4808,13753,42.3073,-74.9268,NULL,Delhi,delhi,NY,New York,new-york
4809,13754,42.0911,-75.4358,NULL,Deposit,deposit,NY,New York,new-york
4810,13755,42.0628,-74.998,NULL,Downsville,downsville,NY,New York,new-york
4811,13756,42.0062,-75.1009,NULL,East Branch,east-branch,NY,New York,new-york
4812,13757,42.409,-74.9037,NULL,East Meredith,east-meredith,NY,New York,new-york
4813,13758,42.5617,-75.7188,NULL,East Pharsalia,east-pharsalia,NY,New York,new-york
4814,13760,42.1349,-76.0847,NULL,Endicott,endicott,NY,New York,new-york
4815,13761,42.0981,-76.0567,NULL,Endicott,endicott,NY,New York,new-york
4816,13762,42.115,-76.0223,NULL,Endwell,endwell,NY,New York,new-york
4817,13763,42.0981,-76.0567,NULL,Endicott,endicott,NY,New York,new-york
4818,13774,41.9655,-75.1592,NULL,Fishs Eddy,fishs-eddy,NY,New York,new-york
4819,13775,42.3309,-75.1471,NULL,Franklin,franklin,NY,New York,new-york
4820,13776,42.4706,-75.3329,NULL,Gilbertsville,gilbertsville,NY,New York,new-york
4821,13777,42.2582,-75.9896,NULL,Glen Aubrey,glen-aubrey,NY,New York,new-york
4822,13778,42.3433,-75.7548,NULL,Greene,greene,NY,New York,new-york
4823,13780,42.4249,-75.4793,NULL,Guilford,guilford,NY,New York,new-york
4824,13782,42.1665,-74.982,NULL,Hamden,hamden,NY,New York,new-york
4825,13783,41.9914,-75.2648,NULL,Hancock,hancock,NY,New York,new-york
4826,13784,42.4269,-76.2214,NULL,Harford,harford,NY,New York,new-york
4827,13786,42.4414,-74.6946,NULL,Harpersfield,harpersfield,NY,New York,new-york
4828,13787,42.205,-75.6676,NULL,Harpursville,harpursville,NY,New York,new-york
4829,13788,42.351,-74.6581,NULL,Hobart,hobart,NY,New York,new-york
4830,13790,42.1702,-75.998,NULL,Johnson City,johnson-city,NY,New York,new-york
4831,13794,42.3931,-76.0136,NULL,Killawog,killawog,NY,New York,new-york
4832,13795,42.0607,-75.78,NULL,Kirkwood,kirkwood,NY,New York,new-york
4833,13796,42.5507,-75.1397,NULL,Laurens,laurens,NY,New York,new-york
4834,13797,42.3304,-76.0483,NULL,Lisle,lisle,NY,New York,new-york
4835,13801,42.5096,-75.7797,NULL,Mc Donough,mc-donough,NY,New York,new-york
4836,13802,42.2494,-76.0405,NULL,Maine,maine,NY,New York,new-york
4837,13803,42.4565,-76.0633,NULL,Marathon,marathon,NY,New York,new-york
4838,13804,42.2103,-75.3739,NULL,Masonville,masonville,NY,New York,new-york
4839,13806,42.3736,-74.9651,NULL,Meridale,meridale,NY,New York,new-york
4840,13807,42.6087,-74.9865,NULL,Milford,milford,NY,New York,new-york
4841,13808,42.5279,-75.2565,NULL,Morris,morris,NY,New York,new-york
4842,13809,42.4038,-75.3955,NULL,Mount Upton,mount-upton,NY,New York,new-york
4843,13810,42.6117,-75.1115,NULL,Mount Vision,mount-vision,NY,New York,new-york
4844,13811,42.2318,-76.1746,NULL,Newark Valley,newark-valley,NY,New York,new-york
4845,13812,42.0301,-76.3539,NULL,Nichols,nichols,NY,New York,new-york
4846,13813,42.1669,-75.5475,NULL,Nineveh,nineveh,NY,New York,new-york
4847,13814,42.6183,-75.5379,NULL,North Norwich,north-norwich,NY,New York,new-york
4848,13815,42.5469,-75.5312,NULL,Norwich,norwich,NY,New York,new-york
4849,13820,42.4747,-75.0406,NULL,Oneonta,oneonta,NY,New York,new-york
4850,13825,42.4394,-75.2022,NULL,Otego,otego,NY,New York,new-york
4851,13826,42.1026,-75.6399,NULL,Ouaquaga,ouaquaga,NY,New York,new-york
4852,13827,42.112,-76.2546,NULL,Owego,owego,NY,New York,new-york
4853,13830,42.44,-75.628,NULL,Oxford,oxford,NY,New York,new-york
4854,13832,42.6578,-75.6759,NULL,Plymouth,plymouth,NY,New York,new-york
4855,13833,42.1994,-75.7672,NULL,Port Crane,port-crane,NY,New York,new-york
4856,13834,42.5338,-74.9628,NULL,Portlandville,portlandville,NY,New York,new-york
4857,13835,42.3896,-76.1712,NULL,Richford,richford,NY,New York,new-york
4858,13838,42.2857,-75.3927,NULL,Sidney,sidney,NY,New York,new-york
4859,13839,42.2614,-75.258,NULL,Sidney Center,sidney-center,NY,New York,new-york
4860,13840,42.0345,-76.3991,NULL,Smithboro,smithboro,NY,New York,new-york
4861,13841,42.4137,-75.8369,NULL,Smithville Flats,smithville-flats,NY,New York,new-york
4862,13842,42.3737,-74.724,NULL,South Kortright,south-kortright,NY,New York,new-york
4863,13843,42.5244,-75.3734,NULL,South New Berlin,south-new-berlin,NY,New York,new-york
4864,13844,42.6101,-75.6704,NULL,South Plymouth,south-plymouth,NY,New York,new-york
4865,13845,42.0547,-76.3537,NULL,Tioga Center,tioga-center,NY,New York,new-york
4866,13846,42.3628,-75.0522,NULL,Treadwell,treadwell,NY,New York,new-york
4867,13847,42.1859,-75.2906,NULL,Trout Creek,trout-creek,NY,New York,new-york
4868,13848,42.2324,-75.7222,NULL,Tunnel,tunnel,NY,New York,new-york
4869,13849,42.3438,-75.3115,NULL,Unadilla,unadilla,NY,New York,new-york
4870,13850,42.0488,-76.0266,NULL,Vestal,vestal,NY,New York,new-york
4871,13851,42.085,-76.0542,NULL,Vestal,vestal,NY,New York,new-york
4872,13856,42.1659,-75.1672,NULL,Walton,walton,NY,New York,new-york
4873,13859,42.3709,-75.2485,NULL,Wells Bridge,wells-bridge,NY,New York,new-york
4874,13860,42.4514,-74.9381,NULL,West Davenport,west-davenport,NY,New York,new-york
4875,13861,42.5053,-75.1491,NULL,West Oneonta,west-oneonta,NY,New York,new-york
4876,13862,42.3364,-75.9385,NULL,Whitney Point,whitney-point,NY,New York,new-york
4877,13863,42.4485,-75.9087,NULL,Willet,willet,NY,New York,new-york
4878,13864,42.2894,-76.3927,NULL,Willseyville,willseyville,NY,New York,new-york
4879,13865,42.0628,-75.6331,NULL,Windsor,windsor,NY,New York,new-york
4880,13901,42.1824,-75.8799,NULL,Binghamton,binghamton,NY,New York,new-york
4881,13902,42.0889,-75.9689,NULL,Binghamton,binghamton,NY,New York,new-york
4882,13903,42.0474,-75.8954,NULL,Binghamton,binghamton,NY,New York,new-york
4883,13904,42.1308,-75.816,NULL,Binghamton,binghamton,NY,New York,new-york
4884,13905,42.1802,-75.9447,NULL,Binghamton,binghamton,NY,New York,new-york
4885,14001,43.033,-78.512,NULL,Akron,akron,NY,New York,new-york
4886,14004,42.8947,-78.5097,NULL,Alden,alden,NY,New York,new-york
4887,14005,42.9169,-78.2503,NULL,Alexander,alexander,NY,New York,new-york
4888,14006,42.6337,-79.0232,NULL,Angola,angola,NY,New York,new-york
4889,14008,43.3117,-78.6267,NULL,Appleton,appleton,NY,New York,new-york
4890,14009,42.5746,-78.3933,NULL,Arcade,arcade,NY,New York,new-york
4891,14010,42.7732,-78.86,NULL,Athol Springs,athol-springs,NY,New York,new-york
4892,14011,42.8323,-78.2969,NULL,Attica,attica,NY,New York,new-york
4893,14012,43.3344,-78.5255,NULL,Barker,barker,NY,New York,new-york
4894,14013,43.0814,-78.3976,NULL,Basom,basom,NY,New York,new-york
4895,14020,42.9962,-78.2127,NULL,Batavia,batavia,NY,New York,new-york
4896,14021,42.9986,-78.1812,NULL,Batavia,batavia,NY,New York,new-york
4897,14024,42.5801,-78.2493,NULL,Bliss,bliss,NY,New York,new-york
4898,14025,42.6222,-78.7271,NULL,Boston,boston,NY,New York,new-york
4899,14026,42.9424,-78.688,NULL,Bowmansville,bowmansville,NY,New York,new-york
4900,14027,42.5854,-79.0697,NULL,Brant,brant,NY,New York,new-york
4901,14028,43.3161,-78.7178,NULL,Burt,burt,NY,New York,new-york
4902,14029,42.4565,-78.2789,NULL,Centerville,centerville,NY,New York,new-york
4903,14030,42.5663,-78.501,NULL,Chaffee,chaffee,NY,New York,new-york
4904,14031,42.9872,-78.6108,NULL,Clarence,clarence,NY,New York,new-york
4905,14032,43.0467,-78.6307,NULL,Clarence Center,clarence-center,NY,New York,new-york
4906,14033,42.6606,-78.6869,NULL,Colden,colden,NY,New York,new-york
4907,14034,42.4982,-78.861,NULL,Collins,collins,NY,New York,new-york
4908,14035,42.4908,-78.8483,NULL,Collins Center,collins-center,NY,New York,new-york
4909,14036,42.975,-78.3873,NULL,Corfu,corfu,NY,New York,new-york
4910,14037,42.8058,-78.4551,NULL,Cowlesville,cowlesville,NY,New York,new-york
4911,14038,42.9358,-78.6837,NULL,Crittenden,crittenden,NY,New York,new-york
4912,14039,42.8363,-78.1693,NULL,Dale,dale,NY,New York,new-york
4913,14040,42.8893,-78.3812,NULL,Darien Center,darien-center,NY,New York,new-york
4914,14041,42.4036,-78.9736,NULL,Dayton,dayton,NY,New York,new-york
4915,14042,42.469,-78.4865,NULL,Delevan,delevan,NY,New York,new-york
4916,14043,42.9019,-78.7034,NULL,Depew,depew,NY,New York,new-york
4917,14047,42.6858,-78.9935,NULL,Derby,derby,NY,New York,new-york
4918,14048,42.4805,-79.3116,NULL,Dunkirk,dunkirk,NY,New York,new-york
4919,14051,43.0422,-78.6991,NULL,East Amherst,east-amherst,NY,New York,new-york
4920,14052,42.7702,-78.5811,NULL,East Aurora,east-aurora,NY,New York,new-york
4921,14054,42.9152,-78.1275,NULL,East Bethany,east-bethany,NY,New York,new-york
4922,14055,42.5547,-78.6014,NULL,East Concord,east-concord,NY,New York,new-york
4923,14056,42.9839,-78.3309,NULL,East Pembroke,east-pembroke,NY,New York,new-york
4924,14057,42.6458,-78.8773,NULL,Eden,eden,NY,New York,new-york
4925,14058,43.1024,-78.1627,NULL,Elba,elba,NY,New York,new-york
4926,14059,42.8337,-78.636,NULL,Elma,elma,NY,New York,new-york
4927,14060,42.4466,-78.3079,NULL,Farmersville Station,farmersville-station,NY,New York,new-york
4928,14061,42.5939,-79.0794,NULL,Farnham,farnham,NY,New York,new-york
4929,14062,42.4409,-79.1507,NULL,Forestville,forestville,NY,New York,new-york
4930,14063,42.414,-79.326,NULL,Fredonia,fredonia,NY,New York,new-york
4931,14065,42.4872,-78.3132,NULL,Freedom,freedom,NY,New York,new-york
4932,14066,42.6242,-78.1804,NULL,Gainesville,gainesville,NY,New York,new-york
4933,14067,43.2157,-78.5666,NULL,Gasport,gasport,NY,New York,new-york
4934,14068,43.0275,-78.7565,NULL,Getzville,getzville,NY,New York,new-york
4935,14069,42.6076,-78.6338,NULL,Glenwood,glenwood,NY,New York,new-york
4936,14070,42.4361,-78.9258,NULL,Gowanda,gowanda,NY,New York,new-york
4937,14072,43.0182,-78.9636,NULL,Grand Island,grand-island,NY,New York,new-york
4938,14075,42.7139,-78.8324,NULL,Hamburg,hamburg,NY,New York,new-york
4939,14080,42.6441,-78.5467,NULL,Holland,holland,NY,New York,new-york
4940,14081,42.5618,-79.0636,NULL,Irving,irving,NY,New York,new-york
4941,14082,42.6566,-78.3824,NULL,Java Center,java-center,NY,New York,new-york
4942,14083,42.6778,-78.4379,NULL,Java Village,java-village,NY,New York,new-york
4943,14085,42.7141,-78.9292,NULL,Lake View,lake-view,NY,New York,new-york
4944,14086,42.9081,-78.629,NULL,Lancaster,lancaster,NY,New York,new-york
4945,14091,42.5424,-78.8836,NULL,Lawtons,lawtons,NY,New York,new-york
4946,14092,43.1735,-78.9936,NULL,Lewiston,lewiston,NY,New York,new-york
4947,14094,43.1602,-78.7009,NULL,Lockport,lockport,NY,New York,new-york
4948,14095,43.1712,-78.6876,NULL,Lockport,lockport,NY,New York,new-york
4949,14098,43.3344,-78.3806,NULL,Lyndonville,lyndonville,NY,New York,new-york
4950,14101,42.3895,-78.5436,NULL,Machias,machias,NY,New York,new-york
4951,14102,42.8393,-78.5569,NULL,Marilla,marilla,NY,New York,new-york
4952,14103,43.2123,-78.3766,NULL,Medina,medina,NY,New York,new-york
4953,14105,43.1978,-78.4839,NULL,Middleport,middleport,NY,New York,new-york
4954,14107,43.1692,-78.9918,NULL,Model City,model-city,NY,New York,new-york
4955,14108,43.2633,-78.727,NULL,Newfane,newfane,NY,New York,new-york
4956,14109,43.1378,-79.0351,NULL,Niagara University,niagara-university,NY,New York,new-york
4957,14110,42.6722,-78.784,NULL,North Boston,north-boston,NY,New York,new-york
4958,14111,42.5825,-78.9008,NULL,North Collins,north-collins,NY,New York,new-york
4959,14112,42.6981,-78.9395,NULL,North Evans,north-evans,NY,New York,new-york
4960,14113,42.6716,-78.3397,NULL,North Java,north-java,NY,New York,new-york
4961,14120,43.0736,-78.8364,NULL,North Tonawanda,north-tonawanda,NY,New York,new-york
4962,14125,43.0871,-78.2784,NULL,Oakfield,oakfield,NY,New York,new-york
4963,14126,43.3356,-78.7256,NULL,Olcott,olcott,NY,New York,new-york
4964,14127,42.7518,-78.7438,NULL,Orchard Park,orchard-park,NY,New York,new-york
4965,14129,42.4801,-79.0104,NULL,Perrysburg,perrysburg,NY,New York,new-york
4966,14130,42.556,-78.1477,NULL,Pike,pike,NY,New York,new-york
4967,14131,43.2362,-78.899,NULL,Ransomville,ransomville,NY,New York,new-york
4968,14132,43.1493,-78.8777,NULL,Sanborn,sanborn,NY,New York,new-york
4969,14133,42.4973,-78.3668,NULL,Sandusky,sandusky,NY,New York,new-york
4970,14134,42.5275,-78.5242,NULL,Sardinia,sardinia,NY,New York,new-york
4971,14135,42.4877,-79.2409,NULL,Sheridan,sheridan,NY,New York,new-york
4972,14136,42.5231,-79.1704,NULL,Silver Creek,silver-creek,NY,New York,new-york
4973,14138,42.3703,-79.0505,NULL,South Dayton,south-dayton,NY,New York,new-york
4974,14139,42.7166,-78.5348,NULL,South Wales,south-wales,NY,New York,new-york
4975,14140,43.0343,-76.6237,NULL,Spring Brook,spring-brook,NY,New York,new-york
4976,14141,42.5221,-78.7094,NULL,Springville,springville,NY,New York,new-york
4977,14143,42.9756,-78.0734,NULL,Stafford,stafford,NY,New York,new-york
4978,14144,43.1706,-78.994,NULL,Stella Niagara,stella-niagara,NY,New York,new-york
4979,14145,42.73,-78.4281,NULL,Strykersville,strykersville,NY,New York,new-york
4980,14150,42.9978,-78.8783,NULL,Tonawanda,tonawanda,NY,New York,new-york
4981,14151,43.0019,-78.8798,NULL,Tonawanda,tonawanda,NY,New York,new-york
4982,14166,42.4506,-79.4158,NULL,Van Buren Point,van-buren-point,NY,New York,new-york
